City,State,Lat,Lon,Category_Label,Location_Name,Income
Rapid,South Dakota,44.0806041,-103.228023,Low,The Market,59397
Rapid,South Dakota,44.0806041,-103.228023,Low,Breadroot Natural Foods Co-Op,59397
Knoxville,Tennessee,35.9652356,-83.9247491,Low,Eddie's Health Shoppe,52826
Memphis,Tennessee,35.1498448,-90.0463128,Low,Juice Bar,50622
Nashville-Davidson metropolitan government (balance),Tennessee,36.16246585,-86.80015743260867,Low,E+Rose Wellness Cafe,71767
Nashville-Davidson metropolitan government (balance),Tennessee,36.16246585,-86.80015743260867,Low,Hempsterville,71767
Amarillo,Texas,35.2068783,-101.83105621144595,Low,West Interstate Drive,62260
Amarillo,Texas,35.2068783,-101.83105621144595,Low,Healthy Creations,62260
Amarillo,Texas,35.2068783,-101.83105621144595,Low,Fountain of Health,62260
Conroe,Texas,35.469264,-97.515679,Low,Akin's Natural Foods,65728
Edinburg,Texas,26.3028679,-98.1665667,Low,Earth Born Market,50964
El Paso,Texas,31.80971545,-106.25310970533516,Low,Just Fit Foods,52645
El Paso,Texas,31.80971545,-106.25310970533516,Low,Poke Bar,52645
Garland,Texas,32.91299415,-96.63716175,Low,HerbMart,71191
Grand Prairie,Texas,35.248343,-101.795508,Low,Healthy Creations,72271
Grand Prairie,Texas,35.248343,-101.795508,Low,West Interstate Drive,72271
Laredo,Texas,27.49441175,-99.41014368477764,Low,Pureline Nutrition,59751
Longview,Texas,32.4828634,-94.80290845981072,Low,Jack's Natural Foods,65897
McAllen,Texas,26.1970595,-98.23497429084291,Low,Earth Born Market,55898
Mesquite,Texas,32.713490750000005,-96.5475451056721,Low,Creek Crossing Dynamic Nutrition,68134
Pharr,Texas,35.469264,-97.515679,Low,Akin's Natural Foods,48631
San Angelo,Texas,31.46502805,-100.43989522903024,Low,Olive Tree Health Store,57625
San Marcos,Texas,35.469264,-97.515679,Low,Akin's Natural Foods,52040
Bellingham,Washington,48.7497455,-122.47860906492464,Low,Europa Foods,64748
Janesville,Wisconsin,42.68213705,-89.02680143360749,Low,Basics Cooperative Natural Foods,66497
Madison,Wisconsin,43.10844885,-89.3123641,Low,Apple Wellness,73647
Cheyenne,Wyoming,41.11818665,-104.76940269717916,Low,Nutrition Company,70597
Bayamón zona urbana,Puerto Rico,18.37929,-66.16352,Low,Metamorphosis Health Food,28425
Bayamón zona urbana,Puerto Rico,18.37929,-66.16352,Low,Vivamás Health Foods,28425
Bayamón zona urbana,Puerto Rico,18.37929,-66.16352,Low,Blendings Nutrition,28425
Caguas zona urbana,Puerto Rico,18.33881,-67.25163,Low,Edward's Go Natural,22060
Carolina zona urbana,Puerto Rico,18.40767,-65.98102,Low,Il Nuovo Mercato,36646
Guaynabo zona urbana,Puerto Rico,18.38034,-67.18839,Low,Edward's Go Natural,48081
Ponce zona urbana,Puerto Rico,18.33881,-67.25163,Low,Edward's Go Natural,16795
San Juan zona urbana,Puerto Rico,18.33881,-67.25163,Low,Edward's Go Natural,25928
