City,Latitude,Longitude
"Maple Grove city, Minnesota",45.14634,-94.684122
"Minneapolis city, Minnesota",44.9773133,-93.26506828427071
"Plymouth city, Minnesota",45.019,-93.4742
"Rochester city, Minnesota",44.044041899999996,-92.46094736441486
"St. Cloud city, Minnesota",43.514796,-96.362993
"St. Paul city, Minnesota",44.9454337,-93.09460427455159
"Woodbury city, Minnesota",44.9447042,-92.9031873
"Gulfport city, Mississippi",30.3704094,-89.0807088
"Jackson city, Mississippi",29.949524,-90.073612
"Columbia city, Missouri",41.156928,-85.4884616
"Independence city, Missouri",39.0924792,-94.4137923
"Kansas City city, Missouri",39.0858055,-94.5840781
"Lee's Summit city, Missouri",36.73923,-92.61378
"O'Fallon city, Missouri",38.6740611,-90.2254554
"St. Charles city, Missouri",38.6311508,-90.197195
"St. Joseph city, Missouri",29.5459184,-95.5029482
"St. Louis city, Missouri",38.6280278,-90.1910154
"Springfield city, Missouri",37.2179252,-93.2906129
"Billings city, Montana",45.771416900000006,-108.61378934654249
"Missoula city, Montana",46.8339432,-114.0189071
"Lincoln city, Nebraska",40.792826500000004,-96.67596777719669
"Omaha city, Nebraska",41.28272725,-95.9509501267383
"Enterprise CDP, Nevada",36.033166,-115.20583
"Henderson city, Nevada",36.03393215,-114.96996071375062
"Las Vegas city, Nevada",36.2194186,-115.3273239
"North Las Vegas city, Nevada",36.218263,-115.3156113
"Paradise CDP, Nevada",36.092329,-115.123309
"Reno city, Nevada",39.5261629,-119.8126529
"Sparks city, Nevada",39.540458799999996,-119.7490474261194
"Spring Valley CDP, Nevada",36.099661,-115.261921
"Sunrise Manor CDP, Nevada",36.169438,-115.031539
"Manchester city, New Hampshire",42.9910294,-71.46337742518338
"Nashua city, New Hampshire",42.70442165,-71.54044698410837
"Bayonne city, New Jersey",40.6899596,-74.1024158
"Camden city, New Jersey",39.94483995,-75.11996184462943
"Clifton city, New Jersey",40.86809315,-74.1614352564055
"East Orange city, New Jersey",40.7532204,-74.2399736
"Elizabeth city, New Jersey",40.6729122,-74.2211187
"Jersey City city, New Jersey",40.726834,-74.05492052734505
"Lakewood CDP, New Jersey",40.093316,-74.211049
"Newark city, New Jersey",40.7317764,-74.17360430516698
"Passaic city, New Jersey",40.8607784,-74.1234093
"Paterson city, New Jersey",40.9170394,-74.17197468312253
"Toms River CDP, New Jersey",39.989522,-74.186982
"Trenton city, New Jersey",40.23680765,-74.78991167849014
"Union City city, New Jersey",40.77764565,-74.02305767630668
"Albuquerque city, New Mexico",35.10207035,-106.6518553136938
"Las Cruces city, New Mexico",32.40031845,-106.69139630112088
"Rio Rancho city, New Mexico",34.409891,-103.240442
"Santa Fe city, New Mexico",36.456664,-103.185849
"Albany city, New York",42.6511674,-73.754968
"Buffalo city, New York",43.408777,-74.871618
"Cheektowaga CDP, New York",42.907650000000004,-78.76396613904299
"Mount Vernon city, New York",40.9118753,-73.821074
"New Rochelle city, New York",42.439191,-76.497211
"New York city, New York",40.7127281,-74.0060152
"Rochester city, New York",43.157285,-77.615214
"Schenectady city, New York",42.8142432,-73.9395687
"Syracuse city, New York",43.0481221,-76.1474244
"Yonkers city, New York",40.9312099,-73.8987469
"Apex town, North Carolina",35.73388715,-78.84656522378867
"Asheville city, North Carolina",35.595451800000006,-82.54838658109644
"Cary town, North Carolina",35.75142715,-78.76755491660421
"Charlotte city, North Carolina",35.2272086,-80.8430827
"Concord city, North Carolina",35.409695400000004,-80.58184980209285
"Durham city, North Carolina",35.997354349999995,-78.90255008252386
"Fayetteville city, North Carolina",35.053880500000005,-78.88360508105738
"Gastonia city, North Carolina",35.262424100000004,-81.18435280170641
"Greensboro city, North Carolina",36.0712114,-79.7926487
"Greenville city, North Carolina",35.2455293,-80.8420414
"High Point city, North Carolina",35.226943,-80.846475
"Jacksonville city, North Carolina",34.7486693,-77.3659286
"Raleigh city, North Carolina",35.9365573,-75.7068429
"Wilmington city, North Carolina",34.2370979,-77.9459748
"Winston-Salem city, North Carolina",36.0952678,-80.2430185059474
"Bismarck city, North Dakota",46.812803,-100.768383
"Fargo city, North Dakota",46.887338549999996,-96.86717058002489
"Akron city, Ohio",41.107375149999996,-81.52948547647514
"Canton city, Ohio",40.7715977,-81.38577599411765
"Cincinnati city, Ohio",39.10413605,-84.51968566953926
"Cleveland city, Ohio",41.4934882,-81.7081179
"Columbus city, Ohio",41.2586576,-91.3749379
"Dayton city, Ohio",39.75955985,-84.19401335698002
"Lorain city, Ohio",41.4685329,-82.1792667
"Parma city, Ohio",41.3873112,-81.6949489
"Toledo city, Ohio",41.65820945,-83.52075350061591
"Broken Arrow city, Oklahoma",36.05091135,-95.78991961396083
"Edmond city, Oklahoma",35.6152174,-97.4906531
"Lawton city, Oklahoma",34.6059248,-98.40089730407186
"Norman city, Oklahoma",35.2454472,-97.4612207365441
"Oklahoma City city, Oklahoma",35.4729886,-97.5170536
"Tulsa city, Oklahoma",36.1627012,-95.96992815442714
"Beaverton city, Oregon",45.45204755,-122.86488717150274
"Bend city, Oregon",44.057044000000005,-121.31497955394306
"Eugene city, Oregon",44.0989093,-123.129393
"Gresham city, Oregon",45.5039821,-122.4315119
"Hillsboro city, Oregon",45.5152463,-122.98942514155895
"Medford city, Oregon",42.32257715,-122.87594265
"Portland city, Oregon",45.51501465,-122.67911334339578
"Salem city, Oregon",43.854178,-120.526709
"Allentown city, Pennsylvania",40.6040356,-75.4795782
"Bethlehem city, Pennsylvania",40.6258352,-75.3741697
"Erie city, Pennsylvania",41.1615717,-80.0861231
"Philadelphia city, Pennsylvania",39.9525541,-75.15202163851058
"Pittsburgh city, Pennsylvania",40.438092,-79.99724819199265
"Reading city, Pennsylvania",40.3371195,-75.92146829883839
"Scranton city, Pennsylvania",41.40991525,-75.66094368776098
"Cranston city, Rhode Island",41.77956865,-71.43669801841416
"Pawtucket city, Rhode Island",41.878956599999995,-71.38211678847459
"Providence city, Rhode Island",41.824034499999996,-71.41290469687814
"Warwick city, Rhode Island",41.69279775,-71.4116692553464
"Charleston city, South Carolina",32.92892355,-79.83213579346734
"Columbia city, South Carolina",41.156928,-85.4884616
"Greenville city, South Carolina",31.8295972,-86.6177517
"Mount Pleasant town, South Carolina",34.702662,-82.798992
"North Charleston city, South Carolina",32.8767053,-80.0119329
"Rock Hill city, South Carolina",41.05228,-82.89352
"Rapid City city, South Dakota",44.0806041,-103.228023
"Sioux Falls city, South Dakota",43.549367000000004,-96.72750115181896
"Chattanooga city, Tennessee",35.02017385,-85.36995957881587
"Clarksville city, Tennessee",36.52770715,-87.36083125740561
"Franklin city, Tennessee",35.9279699,-86.87224166678752
"Jackson city, Tennessee",36.3188155,-82.3608515
"Johnson City city, Tennessee",36.3187469,-82.34069268045303
"Knoxville city, Tennessee",35.9652356,-83.9247491
"Memphis city, Tennessee",35.1498448,-90.0463128
"Murfreesboro city, Tennessee",35.8770663,-86.3806216
"Nashville-Davidson metropolitan government (balance), Tennessee",36.162465850000004,-86.80015743260867
"Abilene city, Texas",32.4540342,-99.73057572168342
"Allen city, Texas",32.3164356,-96.1321904
"Amarillo city, Texas",35.2068783,-101.83105621144595
"Arlington city, Texas",32.69218405,-97.1129428701784
"Atascocita CDP, Texas",29.968815,-95.202145
"Austin city, Texas",30.2648103,-97.74721450826446
"Baytown city, Texas",29.7279,-94.996
"Beaumont city, Texas",30.08184205,-94.09441313901667
"Brownsville city, Texas",25.9024203,-97.49921489856638
"Bryan city, Texas",30.6844614,-96.3653572405078
"Carrollton city, Texas",32.97631355,-96.88913539700897
"Cedar Park city, Texas",35.902872,-100.384603
"College Station city, Texas",30.60378845,-96.30718509734864
"Conroe city, Texas",35.469264,-97.515679
"Corpus Christi city, Texas",26.3828429,-98.8180338
"Dallas city, Texas",32.776271449999996,-96.79694174895133
"Denton city, Texas",33.17668985,-97.09114256886568
"Edinburg city, Texas",26.3028679,-98.1665667
"El Paso city, Texas",31.80971545,-106.25310970533516
"Flower Mound town, Texas",33.036481499999994,-97.07113777937062
"Fort Worth city, Texas",32.8123503,-97.5022439
